iomode,bandwidth,total_size,block_size,latency
1,15000,1073741824,131072,3.3482048511505127
1,15000,1073741824,262144,2.339388132095337
1,15000,1073741824,524288,1.6473429203033447
1,15000,1073741824,1048576,1.3495111465454102
1,15000,1073741824,2097152,1.4155311584472656
1,15000,1073741824,4194304,1.0399537086486816
1,15000,1073741824,8388608,0.8864419460296631
1,15000,1073741824,16777216,0.8090059757232666
1,15000,1073741824,33554432,0.9366664886474609
1,15000,1073741824,67108864,0.9521615505218506
1,15000,1073741824,134217728,0.9529685974121094
1,15000,1073741824,268435456,0.8269343376159668
1,15000,1073741824,536870912,1.1173901557922363
1,15000,1073741824,1073741824,0.7882211208343506
